,author,statement,source,target
13105,Becky Bowers,"['$', '60', 'billion', 'congress', 'approved', 'response', 'hurricane', 'sandy', '10', 'percent', 'disaster', 'relief']",Al Cardenas,false
13106,Ian K.,"['says', 'if', 'oregon', 'limited', 'budget', 'growth', 'rate', 'population', 'growth', 'plus', 'rate', 'inflation', 'state', 'all-funds', 'budget', 'would', '$', '27', 'billion', 'today', '$', '60', 'billion']",Doug Whitsett,mostly-true
13107,W. Gardner,"['says', 'texas', 'uninsured', 'people', 'state', '6', 'million']",Garnet Coleman,barely-true
13108,Eric Stirgus,"['united', 'states', 'gives', '$', '8', 'million', 'day', 'israel', 'gives', 'country', 'blank', 'check']",Council for the National Interest,mostly-true
13109,Louis Jacobson,"['legacy', 'taxing', 'borrowing', '…', 'crippled', 'economy', 'we', 'inherited', 'two', 'years', 'ago']",Rick Scott,false
13110,Katie Sanders,"['says', 'gov', 'rick', 'scott', 'cut', 'government', 'jobs', 'created', 'private', 'sector', 'florida', '2012']",Florida Democratic Party,pants-fire
13111,Amy Sherman,"['says', 'rick', 'scott', 'called', 'education', 'core', 'function', 'state']",Florida Democratic Party,false
13112,Louis Jacobson,"['know', 'state', 'worst', 'ratio', 'white', 'voter', 'turnout', 'african-american', 'voter', 'turnout', 'massachusetts', 'know', 'best', 'african-american', 'turnout', 'actually', 'exceeds', 'white', 'turnout', 'mississippi']",John Roberts,half-true
13113,Katie Sanders,"['says', 'proposed', 'education', 'spending', 'highest', 'state', 'funding', 'level', 'florida', 'history']",Rick Scott,half-true
13114,Amy Sherman,"['majority', 'public', 'funding', 'marlins', 'stadium', 'came', 'hotel', 'taxes', 'burden', 'incurred', 'tourists', 'visiting', 'our', 'city', 'resident', 'taxpayers']",Jeffrey Loria,half-true
13115,Janel Davis,"['atlanta', 'since', '1994', 'seven', 'deadly', 'sins', 'mandatory', 'minimum', 'sentences', 'took', 'effect', 'violent', 'crime', 'rate', 'dropped', '62', 'percent']",Paul Howard,mostly-true
13116,Molly Moorhead,"[""there's"", 'plan', 'senate', 'democrats', 'white', 'house', 'replace', 'sequester']",John Boehner,pants-fire
13117,Tom Kertscher,"['two-thirds', 'wisconsinites', 'receiving', 'unemployment', 'checks', 'required', 'search', 'work', 'due', 'current', 'work', 'search', 'exemptions']",Scott Walker,mostly-true
13118,Maryalice Gill,"['new', 'hampshire', 'currently', 'state', 'nation', 'full-service', 'veterans', 'hospital', 'equivalent', 'access']",Carol Shea-Porter,half-true
13119,Dave Umhoefer,"['gov', 'scott', 'walker', 'public-school', 'budgets', 'student', 'entering', 'kindergarten', 'enjoy', 'state', 'investment', 'education', 'came', 'graduating', 'high', 'school']",Sondy Pope,false
13120,Caryn Shinske,"['since', 'january', '2010', 'new', 'jersey', 'added', '103,000', 'new', 'private', 'sector', 'jobs', 'last', 'two', 'years', '2011', '2012', 'best', 'two', 'years', 'private', 'sector', 'job', 'growth', 'since', '1999']",Chris Christie,mostly-true
13121,C. Eugene,"[""there's"", 'tax', 'credit', '$', '2,400', 'bond', '[', 'former', 'inmates', ']', 'employer', 'would', 'get', 'hiring', 'convicted', 'felon', ""there's"", 'federal', 'bonding', 'program', 'get', '$', '5,000', '$', '25,000', 'federal', 'money', 'hire', 'convicted', 'felon', ""there's"", 'federal', 'grants', 'felons', 'set', 'small', 'businesses']",Carolyn Medeiros,barely-true
13122,Janie Har,"['says', 'studies', 'show', 'average', 'age', 'entry', 'prostitution', '12', '14', 'years', 'old']",Diane McKeel,half-true
13123,Becky Bowers,"['says', 'majority', 'americans', 'republicans', 'support', 'approach', 'deficit', 'reduction']",Barack Obama,mostly-true
13124,W. Gardner,"['says', 'since', '1975', 'redistricting', 'texas', 'lawmakers', 'always', 'found', 'violation', 'section', '5', 'voting', 'rights', 'act']",Trey Martinez Fischer,half-true
13125,Louis Jacobson,"['due', 'sequester', 'people', 'going', 'unsafe', 'homes', 'going', 'burn']",Ami Bera,barely-true
13126,Warren Fiske,"['virginia', 'state', 'tradition', 'attorneys', 'general', 'resigning', 'if', 'run', 'governor']",Ken Cuccinelli,true
13127,Molly Moorhead,"['literally', 'teachers', 'getting', 'pink', 'slips', 'sequestration']",Arne Duncan,barely-true
13128,W. Gardner,"['says', 'last', 'non-partisan', 'commission', 'improve', 'voting', 'experience', 'america', 'concluded', '#voterid', 'necessary']",Greg Abbott,true
13129,Eric Stirgus,"['18', 'stadiums', 'built', '2004', '2013', '47', 'percent', 'total', 'cost', 'came', 'public', 'sources']",Duriya Farooqui,mostly-true
13130,Michael McKinney,"['annual', 'surveys', 'rhode', 'island', 'communities', 'receive', 'drug', 'free', 'community', 'grants', 'many', 'report', '50', 'percent', 'youth', 'surveyed', 'think', 'daily', 'marijuana', 'use', 'poses', 'serious', 'risk', 'harm']",Nancy Denuccio,mostly-true
13131,Becky Bowers,"['says', 'federal', 'government', 'earning', 'tax', 'revenue', 'time']",Kevin McCarthy,barely-true
13132,Caryn Shinske,"['property', 'taxes', 'increased', '70', 'percent', 'previous', '10', 'years']",Chris Christie,mostly-true
13133,Robert Higgs,"['two-thirds', 'consumption', 'services', '. . .', 'opposite', 'sales', 'tax', 'enacted', '30s']",Joseph Testa,mostly-true
13134,Molly Moorhead,"[""there's"", 'going', 'slowdown', 'delays', 'flights', 'result', 'sequester']",Raymond LaHood,mostly-true
13135,Charles Pope,"['says', 'know', '#keystonexl', 'project', 'expected', 'create', '20,000', 'american', 'jobs', 'including', '800', 'oregon']",Greg Walden,barely-true
13136,Sue Owen,"['comic', 'strip', 'says', 'government', 'study', 'shows', 'head', 'start', 'little', 'impact', 'children', 'supposed', 'help']",Mallard Fillmore,mostly-true
13137,Bill Adair,"['test', 'fact-checking', 'widget']",My City Bikes,false
13138,Louis Jacobson,"['ran', 'incumbent', 'president', 'gerald', 'ford', 'know', 'much', 'money', 'we', 'raised', 'none']",Jimmy Carter,mostly-true
13139,Eric Stirgus,"['felony', 'crimes', 'city', 'atlanta', 'lowest', 'since', '1969']",Kasim Reed,true
13140,Becky Bowers,"['budget', 'deal', 'struck', '2011', 'trillion', 'dollars', 'cuts', 'went', 'effect', 'immediately', 'special', 'committee', 'set', '...', 'get', 'agreement', 'another', '$', '3', 'trillion', 'cuts']",Bill Nelson,half-true
13141,Janel Davis,"['says', 'except', 'foreign', 'policy', 'ron', 'paul', 'voting', 'record', 'voting', 'record', 'virtually', 'identical']",Paul Broun,true
13142,Tom Kertscher,"[""can't"", 'bring', 'ipad', 'piece', 'paper', 'pencil', 'wisconsin', 'assembly', 'gallery', 'take', 'notes', ""what's"", 'going', 'bring', 'gun']",Peter Barca,mostly-true
13143,Caryn Shinske,"['new', 'jersey', 'lost', 'half', 'our', 'pharmaceutical', 'jobs', 'states', 'know', 'low-tax', 'states', 'like', 'south', 'high-tax', 'states', 'like', 'new', 'york']",Barbara Buono,mostly-true
13144,C. Eugene,"['six', 'rhode', 'island', 'tax-credit', 'programs', 'worth', '$', '35', 'million', 'three', 'companies', 'got', '90', 'percent', 'cvs', 'two', 'companies', 'even', 'located', 'state', 'rhode', 'island']",Gary Sasse,true
13145,Janie Har,"['knopp', 'says', 'he', 'upheld', 'campaign', 'promise', 'join', 'public', 'employees', 'retirement', 'system', 'pers']",Tim Knopp,mostly-true
13146,Louis Jacobson,"['if', 'sequester', 'hits', 'federal', 'prosecutors', 'let', 'criminals', 'go']",Barack Obama,barely-true
13147,Tom Feran,"['kewpie', 'burgers', 'delicious', 'ohio', 'institution', ""they'll"", 'cost', 'less', 'thanks', 'john', ""kasich's"", 'tax', 'cut']",Ohio Republican Party,mostly-true
13148,Katie Sanders,"['jurisdictions', 'domestic', 'partnership', 'registry', 'enacted', 'we', 'seen', 'fewer', 'people', 'enter', 'marriage']",Florida Conference of Catholic Bishops,barely-true
13149,Becky Bowers,"['says', 'if', 'congress', 'avoid', 'sequester', 'tens', 'thousands', 'parents', 'scramble', 'find', 'child', 'care', 'kids']",Barack Obama,half-true
13150,Sean Gorman,"['national', 'science', 'foundation', 'spent', '$', '1.2', 'million', 'paying', 'seniors', 'play', 'world', 'warcraft', 'study', 'impact', 'brain']",Eric Cantor,pants-fire
13151,Janel Davis,"['concerns', 'two', 'sentences', 'written', 'minority', 'business']",Vincent Fort,half-true
13152,Michael McKinney,"['9,000', 'rhode', 'island', 'voters', 'used', 'moderate', 'party', 'master', 'lever', 'mechanism', 'single', 'moderate', 'ballot']",Kenneth Block,mostly-true
13153,Tom Feran,"['without', 'medicaid', 'expansion', '275,000', 'ohioans', 'could', 'getting', 'primary', 'care', 'emergency', 'rooms', 'costing', 'everybody', 'lot', 'money']",John Kasich,mostly-true
13154,Louis Jacobson,"['if', 'sequester', 'hits', 'hundreds', 'thousands', 'americans', 'lose', 'access', 'primary', 'care', 'preventive', 'care', 'like', 'flu', 'vaccinations', 'cancer', 'screenings']",Barack Obama,half-true
13155,Louis Jacobson,"['sequester', 'consider', 'whether', 'we', 'cutting', 'bloated', 'program', 'outlived', 'usefulness', 'vital', 'service', 'americans', 'depend', 'every', 'single', 'day', 'make', 'distinctions']",Barack Obama,mostly-true
13156,W. Gardner,"['says', 'travis', ""county's"", 'unemployment', 'rate', 'national', 'average', 'poverty', 'rate', 'exceeds', 'national', 'average--and', 'local', 'poverty', 'rising']",Sarah Eckhardt,mostly-true
13157,Eric Stirgus,"['murders', 'hammers', 'last', 'year', '...', 'shotguns', 'pistols', 'ak', '47s']",Bill Jackson,pants-fire
13158,Caryn Shinske,"['says', 'governor', 'came', 'office', 'he', '11', 'billion', 'dollar', 'call', 'mismanagement', 'deficit']",Jon Bramnick,mostly-true
13159,W. Gardner,"['says', 'chuck', 'hagel', 'nomination', 'defense', 'secretary', 'publicly', 'celebrated', 'iranian', 'government']",Ted Cruz,pants-fire
13160,Stephen Koff,"['federal', 'spending', 'entitlements', 'projected', 'consume', 'revenue', '2045']",Josh Mandel,mostly-true
13161,Jake Berry,"['time', 'our', 'history', 'debt', 'higher', 'end', 'world', 'war', 'ii']",David Cote,mostly-true
13162,Becky Bowers,"['says', 'hurricane', 'sandy', 'new', 'york', 'mayor', 'michael', 'bloomberg', 'refused', 'allow', 'national', 'guard', 'city', 'restore', 'civil', 'order', 'guardsmen', 'carry', 'guns']",Wayne LaPierre,barely-true
13163,Molly Moorhead,"['president', 'flagrantly', 'defies', '2006', 'federal', 'law', 'ordering', 'construction', 'secure', 'border', 'fence', 'along', 'entire', 'mexican', 'border']",Wayne LaPierre,barely-true
13164,Amy Sherman,"['group', 'supported', 'president', 'health', 'care', 'bill', 'latinos']",David Plouffe,barely-true
13165,Dave Umhoefer,"['nobody', 'total', 'proposing', 'cutting', 'anything', 'we', 'trying', 'reduce', 'rate', 'growth', 'government']",Ron Johnson,mostly-true
13166,Eric Stirgus,"['people', 'killed', 'baseball', 'bats', 'hammers', 'killed', 'guns']",Paul Broun,pants-fire
13167,Christian Gaston,"['says', 'if', 'oregon', 'legislature', 'simply', 'authorizes', '$', '450', 'million', 'crc', '…', 'leave', 'oregon', 'holding', 'bag', 'great', 'deal', 'cost', 'responsibility']",Bob Stacey,false
13168,Louis Jacobson,"['phoenix', 'already', 'one', 'kidnapping', 'capitals', 'world']",Wayne LaPierre,false
13169,Katie Sanders,"['majority', 'american', 'people', 'voted', 'democratic', 'house']",Steny Hoyer,mostly-true
13170,Sabrina Eaton,"['3', 'million', 'jobs', 'go', 'vacant', 'month', 'country']",Dave Joyce,true
13171,Sue Owen,"['says', 'austin', 'largest', 'city', 'u', 'without', 'nonstop', 'flights', 'europe']",Pete Winstead,false
13172,Nancy Madsen,"['collectively', 'states', 'spending', 'medicaid', 'k', '12', 'education']",Eric Cantor,true
13173,Katie Sanders,"['every', 'dollar', 'we', 'invested', 'high-quality', 'early', 'education', 'programs', 'save', '$', '7', 'later', 'boosting', 'graduation', 'rates', 'reducing', 'teen', 'pregnancy', 'even', 'reducing', 'crime']",Barack Obama,half-true
13174,Bill Adair,"['says', 'wrestling', 'favorite', 'sport', 'abraham', 'lincoln']",Donald Rumsfeld,true
13175,Angie Drobnic,"['says', 'failed', 'cloture', 'vote', 'nominating', 'chuck', 'hagel', 'defense', 'secretary', 'filibuster']",John Cornyn,barely-true
13176,Amy Sherman,"['agriculture', 'always', 'required', 'significant', 'workforce', 'abroad']",Marco Rubio,barely-true
13177,Amy Sherman,"['united', 'states', 'system', 'growers', 'dairies', 'bring', 'workforce', 'legally', 'u']",Marco Rubio,barely-true
13178,Tom Kertscher,"[""wisconsin's"", 'supreme', 'court', 'justices', 'deciding', 'fewer', 'opinions', 'civil', 'criminal', 'cases', 'used']",Ed Fallone,false
13179,Sean Gorman,"['virginia', 'billion', 'dollars', 'surplus', 'last', 'three', 'years', 'legislature', 'spent', 'less', '1', 'percent', 'roads']",Grover Norquist,false
13180,Dave Umhoefer,"['says', 'she', 'heard', '2,400', 'cases', 'wisconsin', 'appeals', 'court', 'judge']",Patience Roggensack,mostly-true
13181,Caryn Shinske,"['says', '2012', 'first', 'year', 'american', 'history', 'minorities', 'born', 'people', 'majority']",Cory Booker,half-true
13182,C. Eugene,"['employers', 'schools', 'right', 'conduct', 'surveillance', 'dorm', 'room', 'worker', 'cubicle']",Brian Patrick Kennedy,barely-true
13183,Janie Har,"['says', 'statistics', 'indicate', 'one', 'eight', 'children', 'one', '18', 'adults', 'oregon', 'suffers', 'mental', 'illness']",Peter Courtney,mostly-true
13184,Michael McKinney,"['lots', 'studies', 'seem', 'indicate', 'minors', 'find', 'easy', 'get', 'marijuana', 'easier', 'get', 'alcohol']",Edith Ajello,false
13185,W. Gardner,"['says', 'he', 'repeatedly', 'praised', 'chuck', 'hagel', 'character', 'patriotism', 'bravery', 'personal', 'service', 'defending', 'our', 'nation']",Ted Cruz,half-true
13186,Louis Jacobson,"['12', 'hottest', 'years', 'record', 'come', 'last', '15', 'years']",Barack Obama,true
13187,James B.,"['wisconsin', 'laws', 'ranked', 'worst', 'world', 'mining', 'investment']",Wisconsin Manufacturers and Commerce,barely-true
13188,Janel Davis,"['first', 'member', 'congress', 'call', 'barack', 'obama', 'socialist', '...']",Paul Broun,false
13189,Sue Owen,"['says', 'texas', 'last', 'workers', 'compensation', 'coverage']",Sacramento Bee Editorial Board,true
13190,Tom Feran,"['ohio', 'companies', 'export', 'goods', 'services', 'globally', '41', 'states']",Keith Faber,true
13191,Angie Drobnic,"['already', 'affordable', 'care', 'act', 'helping', 'slow', 'growth', 'medicare', 'health', 'care', 'costs']",Barack Obama,half-true
13192,Molly Moorhead,"['says', 'he', 'mitt', 'romney', 'agreed', 'tying', 'minimum', 'wage', 'increases', 'inflation']",Barack Obama,mostly-true
13193,Katie Sanders,"['still', 'live', 'working-class', 'neighborhood', 'grew']",Marco Rubio,mostly-true
13194,Molly Moorhead,"['we', 'doubled', 'distance', 'our', 'cars', 'go', 'gallon', 'gas']",Barack Obama,false
13195,Bill Wichert,"['we', 'governor', ""who's"", 'vetoed', 'measures', 'like', 'increasing', 'our', 'minimum', 'wage', 'restoring', 'earned', 'income', 'tax', 'cut']",John Wisniewski,mostly-true
13196,W. Gardner,"['says', 'texas', 'ranks', 'first', 'among', 'states', 'amount', 'carbon', 'dioxide', 'emitted', 'toxic', 'chemicals', 'released', 'water']",Sacramento Bee Editorial Board,half-true
13197,Louis Jacobson,"['throughout', 'we', 'kept', 'congress', 'fully', 'informed', 'our', 'efforts', 'create', 'legal', 'framework', 'counterterrorism']",Barack Obama,false
13198,W. Gardner,"['says', 'texas', 'nation', 'uninsured', 'residents']",Sacramento Bee Editorial Board,barely-true
13199,Henry J.,"['says', 'he', 'first', 'local', 'official', 'endorse', 'barack', 'obama']",Ed FitzGerald,barely-true
13200,Dave Umhoefer,"['definition', 'takers', 'makers']",Paul Ryan,full-flop
13201,Janel Davis,"['never', 'same-sex', 'marriage']",Leah Ward Sears,mostly-true
13202,Becky Bowers,"['says', 'overwhelming', 'majorities', 'americans', 'support', 'gun', 'legislation', 'like', 'background', 'checks']",Barack Obama,mostly-true
13203,Molly Moorhead,"['military', 'spending', 'cuts', 'known', 'sequester', 'president', 'barack', 'obama', 'idea']",Marco Rubio,half-true
13204,Louis Jacobson,"['says', 'administration', 'made', 'progress', 'border', 'enforcement', 'putting', 'boots', 'southern', 'border', 'time', 'our', 'history', 'reducing', 'illegal', 'crossings', 'lowest', 'levels', '40', 'years']",Barack Obama,half-true
13205,Louis Jacobson,"['our', 'economy', 'actually', 'shrank', 'last', 'three', 'months', '2012']",Marco Rubio,true
13206,Louis Jacobson,"['shedding', 'jobs', '10', 'years', 'our', 'manufacturers', 'added', '500,000', 'jobs', 'past', 'three']",Barack Obama,true
13207,W. Gardner,"['says', 'abortions', 'decreasing']",Donna Howard,true
13208,Eric Stirgus,"['state', 'support', 'local', 'schools', 'per', 'pupil', 'decreased', 'least', '25', 'percent', 'past', 'decade']",EmpowerED Georgia,half-true
13209,Charles Pope,"['says', 'since', '1994', 'vawa', 'first', 'passed', 'incidents', 'domestic', 'violence', 'dropped', '50', 'percent']",Jeff Merkley,true
13210,Tom Kertscher,"['affordable', 'care', 'act', 'signed', '17', 'million', 'american', 'children', 'pre-existing', 'condition', 'uninsurable']",Tammy Baldwin,false
13211,W. Gardner,"['says', 'texas', 'high', 'school', 'graduation', 'rates', 'all-time', 'high', '—', 'third-highest', 'nation', '—', 'represents', 'significant', 'turnaround', 'short', 'years', 'ago']",Rick Perry,mostly-true
13212,Eric Stirgus,"['twice', 'many', 'gun', 'shops', 'mcdonald', 'united', 'states']",Markel Hutchins,mostly-true
13213,Tom Feran,"['three', 'four', 'low-income', 'workers', 'paid', 'sick', 'days', 'available']",Sherrod Brown,true
13214,Sean Gorman,"['except', 'virginia', '49', 'states', 'keep', 'raising', 'gas', 'tax']",Richard Saslaw,pants-fire
13215,Dave Umhoefer,"['says', 'u', 'sen', 'ron', 'johnson', 'r-wisconsin', 'elected', 'low', 'turnout', 'race']",Chris Matthews,half-true
13216,Bill Wichert,"['says', 'right', 'we', 'military', 'spending', 'next', '10', '11', '12', 'countries', 'combined']",Cory Booker,true
13217,Michael McKinney,"['40', 'percent', 'sales', 'nationally', 'made', 'without', 'background', 'checks']",David Cicilline,half-true
13218,Sue Owen,"['says', 'austin', 'trains', 'full', 'rush', 'hour', 'packed', 'special', 'events']",Lee Leffingwell,mostly-true
13219,Molly Moorhead,"['exception', 'slavery', 'chinese', 'exclusion', 'act', 'our', 'laws', 'never', 'barred', 'persons', 'becoming', 'citizens']",Zoe Lofgren,mostly-true
13220,Sue Owen,"['says', 'texas', 'last', 'mental', 'health', 'expenditures']",Sacramento Bee Editorial Board,mostly-true
13221,Nancy Madsen,"['brutal', 'fact', 'comes', 'education', 'america', 'slipping', 'behind', 'nations']",Bob McDonnell,barely-true
13222,W. Gardner,"['says', 'texas', 'ranks', 'first', 'executions', 'among', 'states']",Sacramento Bee Editorial Board,true
13223,W. Gardner,"['says', 'texas', 'ranks', 'last', 'percentage', 'residents', 'high', 'school', 'diplomas']",Sacramento Bee Editorial Board,true
13224,Katie Sanders,"['florida', 'second-lowest', 'campaign', 'contribution', 'limit', 'entire', 'country']",Will Weatherford,false
13225,Jake Berry,"['total', 'sandy', 'spending', 'added', 'annual', 'budget', 'u', 'department', 'homeland', 'security', 'twice', 'annual', 'budget', 'u', 'energy', 'department']",Kelly Ayotte,mostly-true
13226,Sabrina Eaton,"['says', 'year', 'approximately', '30,000', 'people', 'united', 'states', 'die', 'result', 'gunfire', '80,000', 'people', 'wounded']",Joyce Beatty,mostly-true
13227,Janel Davis,"['first', 'time', 'since', 'roe', 'decided', '1973', 'court', 'granted', 'personhood', 'status', 'preborn']",Dan Becker,false
13228,C. Eugene,"['tide', 'gauges', 'measuring', 'sea', 'level', 'rhode', 'island', 'since', '1930', 'risen', 'maybe', '10', 'inches', 'since', 'time']",Janet Freedman,mostly-true
13229,Dave Umhoefer,"['we', 'taxing', 'our', 'small', 'businesses', 'rates', 'higher', 'corporations']",Paul Ryan,barely-true
13230,Bill Wichert,"['says', 'pension', 'health', 'benefits', 'reform', 'eliminated', 'collective', 'bargaining', 'health', 'benefits']",Barbara Buono,half-true
13231,Tom Feran,"['says', 'gov', 'john', 'kasich', 'remove', 'president', 'state', 'board', 'education']",Chris Redfern,mostly-true
13232,Louis Jacobson,"['washington', 'c', 'greater', 'population', 'wyoming', 'vermont', 'active', 'duty', 'military', '29', 'states', 'tax', 'revenue', '29', 'states', 'larger', 'domestic', 'product', '27', 'states']",Facebook posts,half-true
13233,Katie Sanders,"['says', 'budget', 'provides', 'highest', 'state', 'funding', 'level', 'history', 'education']",Rick Scott,half-true
13234,Tom Kertscher,"['wisconsin', 'state', 'lawmakers', 'worked', 'seven', 'days', '2012', 'got', 'paid', 'whole', 'year']",Leon Young,pants-fire
13235,Bill Wichert,"['says', 'katrina', 'approved', '$', '60', 'billion', 'within', '10', 'days', 'storm', 'voice', 'vote']",Chris Christie,half-true
13236,Stephen Koff,"['says', 'out-of-state', 'abortion', 'clinics', 'marketed', 'services', 'minors', 'states', 'parental', 'consent', 'laws']",Rob Portman,true
13237,Ian K.,"['says', 'max', 'carries', '30', 'percent', 'evening', 'rush-hour', 'commuters', 'traveling', 'downtown', 'sunset', 'banfield', 'freeways']",TriMet,true
13238,Nancy Madsen,"['one-third', 'gasoline', 'purchased', 'out-of-state', 'people', 'virginia']",Richard Saslaw,false
13239,Janel Davis,"['majority', 'americans', 'agree', 'ban', 'assault', 'weapons', 'way', 'ronald', 'reagan']",Barack Obama,true
13240,Tom Kertscher,"['40', 'percent', 'u', 'gun', 'sales', 'occurring', 'outside', 'licensed', 'gun', 'dealers']",Tom Barrett,half-true
13241,Tom Feran,"['ohio', 'better', 'right', 'national', 'average', 'economic', 'numbers']",Keith Faber,half-true
13242,W. Gardner,"['says', 'claim', '40', 'percent', 'guns', 'sold', 'without', 'background', 'checks', 'traces', 'information', 'gathered', 'background', 'checks', 'even', 'required']",Ted Cruz,half-true
13243,Eric Stirgus,"['forty-seven', 'percent', 'members', 'congress', 'millionaires']",Rob Woodall,true
13244,Tom Kertscher,"['2009', 'fbi', 'referred', '71,000', 'cases', 'people', 'failing', 'background', 'checks', 'trying', 'buy', 'gun', 'another', 'federal', 'agency', 'u', 'attorneys', 'ultimately', 'prosecuted', '77']",Mayors Against Illegal Guns,half-true
13245,Bill Wichert,"['says', 'state', 'level', 'we', 'spend', 'less', 'today', 'jon', 'corzine', 'spent', 'fiscal', 'year', '2008', 'five', 'years', 'later']",Chris Christie,mostly-true
13246,Michael McKinney,"['eighty', 'percent', 'applied', 'licenses', 'cancer', ""parkinson's"", 'disease', 'glaucoma', 'nothing', 'would', 'associate', '[', ']', 'use', 'medical', 'marijuana']",Patrick Kennedy,half-true
13247,C. Eugene,"['statistics', 'show', 'one', 'male', 'cat', 'father', '420,000', 'kittens', 'five', 'years']",Central Falls Police Department,pants-fire
13248,Charles Pope,"['says', 'ending', 'direct', 'payment', 'farm', 'subsidy', 'program', 'could', 'save', '$', '28.4', 'billion', 'ten', 'years', 'could', 'used', 'reduce', 'deficit']",Earl Blumenauer,true
13249,W. Gardner,"['says', '9', 'million', '50', 'million', 'undocumented', 'immigrants', 'live', 'united', 'states']",Texas Federation of Republican Women,barely-true
13250,Sean Gorman,"['says', 'plan', 'raise', 'car', 'registration', '$', '56', 'would', 'still', 'leave', 'virginia', 'fee', 'equal', 'lower', 'states']",Bob McDonnell,pants-fire
13251,Louis Jacobson,"['result', 'national', 'rifle', 'association', 'private-sector', 'safety-education', 'programs', 'fatal', 'firearms', 'accidents', 'lowest', 'level', '100', 'years']",Wayne LaPierre,half-true
13252,Sue Owen,"['says', 'jurisdictions', 'strictest', 'gun', 'control', 'laws', 'almost', 'without', 'exception', '…', 'highest', 'crime', 'rates', 'highest', 'murder', 'rates']",Ted Cruz,false
13253,Sabrina Eaton,"['states', 'cumulatively', 'cut', '$', '1.8', 'billion', 'mental', 'health', 'services', '2009', '2011', 'largest', 'reduction', 'state', 'mental', 'health', 'services', 'half', 'century']",Marcy Kaptur,mostly-true
13254,Janel Davis,"['odds', 'winning', 'monopoly', 'millionaire', 'instant', 'win', 'game', '1', '3.27']",Georgia Lottery,true
13255,Molly Moorhead,"['research', 'shows', 'vast', 'majority', 'arriving', 'immigrants', 'today', 'come', 'believe', 'government', 'source', 'prosperity', ""that's"", 'support']",Rush Limbaugh,barely-true
13256,Becky Bowers,"['says', 'since', 'australia', 'passed', 'tough', 'gun', 'laws', 'homicides', 'firearm', 'declined', 'almost', '60', 'percent']",Stephen King,mostly-true
13257,Tom Kertscher,"['lay', '48', 'people', 'last', 'year', 'exacerbated', 'lack', 'law', 'enforcement', 'officers', 'county', 'respond', 'quickly', 'crime', 'calls']",David A. Clarke Jr.,barely-true
13258,Bill Wichert,"['says', 'area', 'damaged', 'hurricane', 'sandy', 'represents', 'roughly', '10', 'percent', 'our', ""nation's"", 'economy']",Rodney Frelinghuysen,mostly-true
13259,Stephen Koff,"['says', 'new', 'year', 'day', 'fiscal', 'cliff', 'deal', 'reduces', 'deficit']",Sherrod Brown,half-true
13260,W. Gardner,"['approximately', '43', 'percent', 'college', 'grades', 'today', ""a's"", 'increase', '28', 'percentage', 'points', 'since', '1960']",Thomas Lindsay,true
13261,Sue Owen,"['says', 'according', 'fbi', 'people', 'killed', 'year', 'hammers', 'clubs', 'rifles']",Greg Abbott,true
13262,Molly Moorhead,"['today', '40', 'percent', 'guns', 'purchased', 'without', 'background', 'check']",Kirsten Gillibrand,half-true
13263,Amy Sherman,"['says', 'chuck', 'hagel', 'called', 'end', 'our', 'nuclear', 'program']",Americans for a Strong Defense,barely-true
13264,Eric Stirgus,"['state', 'revenue', 'projections', 'missed', 'mark', 'month', 'month']",Steve Henson,half-true
13265,Sabrina Eaton,"['george', 'bush', 'became', 'president', 'united', 'states', '17', 'million', 'people', 'poverty', 'he', 'left', '30', 'million', 'people', 'poverty']",Marcia Fudge,false
13266,Janie Har,"['says', 'oak', 'grove', 'one', 'largest', 'cities', 'oregon', 'biggest', 'city', 'clackamas', 'county', 'city']",Charlotte Lehan,half-true
13267,C. Eugene,"['driving', 'dog', 'lap', 'dangerous', 'part', 'could', 'fly', 'forward', 'crash', '80', 'pound', 'dog', '30', 'mph', 'packs', '2,400-', 'pound', 'punch']",Peter Palumbo,half-true
13268,Louis Jacobson,"['one', 'every', 'five', 'law', 'enforcement', 'officers', ""that's"", 'killed', 'killed', 'assault', 'weapon']",Dianne Feinstein,mostly-true
13269,Katie Sanders,"['says', 'state', 'workers', 'across-the-board', 'raises', 'six', 'years']",Michelle Rehwinkel Vasilinda,true
13270,Eric Stirgus,"['since', 'last', 'year', 'address', '10,000', 'jobs', 'created', 'many', 'high', 'end', 'employment', 'scale']",Nathan Deal,mostly-true
13271,Eric Stirgus,"['since', 'taking', 'office', 'january', '2011', 'rainy', 'day', 'fund', 'increased', '226', 'percent']",Nathan Deal,true
13272,Eric Stirgus,"['spending', 'government', 'money', '17', 'percent', 'less', 'decade', 'ago']",Nathan Deal,true
13273,Dave Umhoefer,"['paul', 'ryan-scott', 'walker', 'scott', 'walker-paul', 'ryan', 'ticket', 'white', 'house', '2016', 'would', 'unconstitutional', 'men', 'live', 'wisconsin']",Internet commenters,false
13274,Becky Bowers,"['washington', 'c', 'strictest', 'gun', 'laws', 'country', 'passed', 'violence', 'skyrocketed']",Marco Rubio,half-true
13275,James B.,"['we', 'someone', 'last', 'week', 'neenah', 'near', 'school', 'kill', 'someone', 'bow', 'arrow']",Scott Walker,pants-fire
13276,Janel Davis,"['federal', 'government', 'owns', '30', 'percent', 'land', '50', 'states', '650', 'million', 'acres']",J.D. Van Brink,mostly-true
