,author,statement,source,target
1661,Colin Meyn,"""I proudly voted for Hillary Clinton.""",Molly Gray,false
1662,Samantha Putterman,"Says over 1,000 mail in ballots were found in a dumpster in California.",Facebook posts,false
1663,Madison Czopek,Says Jared Kushner “deleted all of his tweets after the tax story broke.”,Facebook posts,false
1664,Ciara O'Rourke,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,Viral image,false
1665,Ciara O'Rourke,"In 2017, Joe Biden paid $3,742,974 in federal income taxes and Kamala Harris paid $516,469 while Donald Trump paid $750.",Viral image,mostly-true
1666,Paul Specht,"Says Cal Cunningham “got a $40,000 tax incentive to update his butler’s pantry.”",Thom Tillis,half-true
1667,Laura Schulte,"Says under U.S. Rep. Alexandria Ocasio-Cortez’s Green New Deal proposal, “Cows are out.”",Donald Trump,false
1668,Angie Drobnic,"Says Amy Coney Barrett “has a written track record, disagreeing adamantly with the Supreme Court’s decision to uphold the ACA. In fact, she publicly criticized Chief Justice Roberts’ opinion upholding the law eight years ago.”",Joe Biden,mostly-true
1669,Clara Hendrickson,Says House candidate Jon Hoadley voted to defund the police,Fred Upton,false
1670,Samantha Putterman,Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”,Instagram posts,half-true
1671,D.L. Davis,"""At the Democratic convention, the Pledge of Allegiance was read with the words 'under God' removed.""",Republican Party of Wisconsin,barely-true
1672,Deborah Wilber,"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",Richard Durbin,false
1673,Angie Drobnic,"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”",Instagram posts,false
1674,Samantha Putterman,Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”,Facebook posts,false
1675,Samantha Putterman,"A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",Facebook posts,half-true
1676,Bill McCarthy,Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.,Dinesh D'Souza,false
1677,Madison Czopek,"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",Viral image,false
1678,Ciara O'Rourke,"“Biden said today, if he loses, his people will keep burning, looting and killing.”",Facebook posts,false
1679,Clara Hendrickson,“James is the only Senate candidate in a battleground state who has refused to take a position” on whether the Senate should promptly vote on Trump’s Supreme Court nominee,Michigan Democratic Party,mostly-true
1680,Noah Y.,Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”,Facebook posts,false
1681,Tom Kertscher,"Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",Susan Collins,false
1682,Ciara O'Rourke,"“Coroner saying George Floyd died of drug overdose, not police brutality.”",Bloggers,false
1683,Madlin Mekelburg,“In the last 10 years less than half of adults in the U.S. received a flu shot.”,Michael Burgess,true
1684,Madison Czopek,"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",Facebook posts,false
1685,Eric Litke,“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,Chris Larson,true
1686,Jessica Calefati,"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",Donald Trump,false
1687,Daniel Funke,"A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”",Facebook posts,barely-true
1688,Miriam Valverde,Says Joe Biden “tried to cut Social Security and Medicare for decades. … Now Biden’s promising your benefits to illegal immigrants.”,Donald Trump,barely-true
1689,Tom Kertscher,"""When California faced a budget crisis,"" Christy Smith ""voted to lay off teachers and then voted to increase her pay.""",Congressional Leadership Fund,barely-true
1690,Clara Hendrickson,“Only one” Black-owned restaurant in Michigan received a loan through the Paycheck Protection Program,Kamala Harris,barely-true
1691,Clara Hendrickson,Says “John James supported Betsy DeVos’ agenda to cut public school funding and put it into wealthy private schools instead.”,Senate Majority PAC,barely-true
1692,Louis Jacobson,"Says Donald Trump is “the worst jobs president in recorded history.""",Joe Biden,half-true
1693,Paul Specht,Says Thom Tillis has been “blocking his own party’s efforts to reduce the cost of prescription drugs.”,Cal Cunningham,half-true
1694,Ciara O'Rourke,Photo shows Dianne Feinstein “bullying” Lisa Murkowski over “the now empty seat of the late Justice Ruth Bader Ginsburg.”,Bloggers,false
1695,Daniel Funke,Quotes Sen. Mitt Romney as saying: “The Merrick Garland decision wasn’t unfair & the notion that someone has to pay the price to make up for it is wrong.”,Instagram posts,half-true
1696,Madison Czopek,"Quotes Ronald Reagan as saying, “Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.”",Viral image,false
1697,Ciara O'Rourke,“Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”,Viral image,false
1698,Ciara O'Rourke,Says Facebook “is banning Trump from advertising for president.”,Facebook posts,false
1699,Noah Y.,"""Biden wants to end Shareholder Capitalism.. that's your 401k..your pensions.. your retirement.. are you voting for that???""",Facebook posts,barely-true
1700,Samantha Putterman,"A clip of Joe Biden shows him reading a response to an interview question from a teleprompter, saying “I lost that line.”",Instagram posts,pants-fire
1701,Amy Sherman,“24 of every 100 kids in school today speak Spanish.”,Joe Biden,half-true
1702,Ciara O'Rourke,Photos show children in cages.,Viral image,false
1703,Paul Specht,Says “some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!”,Donald Trump,barely-true
1704,Ciara O'Rourke,“Joe Biden completely botches the Pledge of Allegiance.”,Tweets,false
1705,Eric Litke,On whether to nominate and confirm a Supreme Court justice in a presidential election year,Tammy Baldwin,full-flop
1706,Eric Litke,On whether to nominate and confirm a Supreme Court justice in a presidential election year,Ron Johnson,full-flop
1707,Jon Greenberg,"“Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",William Barr,false
1708,Ciara O'Rourke,“Facebook is creating these #firstborn and #secondborn challenges so the IRS can confirm who y’all claiming on them taxes as dependents.”,Facebook posts,false
1709,Samantha Putterman,Says “Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.”,Facebook posts,false
1710,Warren Fiske,“82% of Americans...would experience a tax increase if Biden were elected.”,Bob Good,false
1711,Ciara O'Rourke,"“We indicted someone in Texas, 1,700 ballots collected from people who could vote, he made them out and voted for the person he wanted to.”",William Barr,false
1712,Ciara O'Rourke,Photo shows Jacob Blake’s “14-year-old rape victim.”,Viral image,false
1713,Bill McCarthy,“The Trump campaign asked that I release the list (of potential Supreme Court nominees) only after (Ruth Bader Ginsburg) passed away.”,Joe Biden,false
1714,Louis Jacobson,On confirming a Supreme Court nominee in a presidential election year.,Mitch McConnell,full-flop
1715,Miriam Valverde,On confirming a Supreme Court nominee in a presidential election year.,Charles Schumer,full-flop
1716,Noah Y.,"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",Brian Kolfage,false
1717,Ciara O'Rourke,A Time magazine cover shows Donald Trump looking at a child in a cage.,Viral image,false
1718,Samantha Putterman,The man in a mugshot is “responsible for lighting 32 of the wildfires” on the West Coast.,Facebook posts,false
1719,Ciara O'Rourke,A Time magazine cover calls Donald Trump the “Worst. President. Ever.”,Viral image,pants-fire
1720,Hayat Norimine,“PHIL MURPHY ONLY ALLOWING IN PERSON VOTING ON Election Day AT PRUDENTIAL CENTER IN NEWARK NJ - Calling it a #SuperPollingStation”,Facebook posts,barely-true
1721,Jon Greenberg,On confirming a Supreme Court justice nominee in a presidential election year.,Lindsey Graham,full-flop
1722,Ciara O'Rourke,"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",Viral image,false
1723,Miriam Valverde,"“Nearly 2 out of 3 Americans want to reduce legal immigration from 1 million per year down to 500,000 or less.”",NumbersUSA,half-true
1724,Clara Hendrickson,"""Candidate Slotkin had presented herself as a moderate and as someone who’d be independent-minded, but her time in office was making it increasingly clear that no, she was very partisan, voting 96% of the time with Speaker Pelosi.""",Paul Junge,barely-true
1725,Louis Jacobson,“There's no court session between now and the end of this election.”,Joe Biden,false
1726,Ciara O'Rourke,Students no longer say the Pledge of Allegiance in schools.,Viral image,false
1727,Noah Y.,"""This Is Real: Biden Waves To An Empty Field.""",Facebook posts,false
1728,Louis Jacobson,"“4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.”",Facebook posts,false
1729,Katie Sanders,"Says Ruth Bader Ginsburg tweeted, “I have information that will lead to the arrest of Hillary Clinton.”",Instagram posts,pants-fire
1730,Bill McCarthy,"""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data.""",Joe Biden,false
1731,Madison Czopek,"“Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?”",Viral image,barely-true
1732,Tom Kertscher,"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",Democratic Congressional Campaign Committee,barely-true
1733,Madison Czopek,“A portion of everything you pay A.A.R.P goes directly to the Democratic Party.”,Facebook posts,false
1734,Ciara O'Rourke,"“Epstein dies while in custody, his private banker is found dead, a judge had a trial regarding Epstein and the Deutsche Bank. Her son has been killed now and her husband has been shot. The shooter who shot the son and shot the judge’s husband has now also been found dead.”",Viral image,false
1735,Samantha Putterman,"Quotes Kamala Harris as saying “Take the guns first. Go through due process second, I like taking the guns early.”",Facebook posts,pants-fire
1736,Louis Jacobson,"When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down.",Joe Biden,pants-fire
1737,Noah Y.,“Bill Gates says you don't have a choice to be vaccinated or not.”,YouTube videos,false
1738,Madison Czopek,“Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography”,Viral image,false
1739,Julie Appleby,Says he authored legislation “to guarantee coverage to people with pre-existing conditions -- no matter what happens to Obamacare.”,Cory Gardner,false
1740,Bill McCarthy,“CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.”,Facebook posts,false
1741,Ciara O'Rourke,“CDC Director Robert Redfield says healthy people should NOT wear masks.”,Instagram posts,false
1742,Paul Schloesser,"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",Caleb Rowden,true
1743,Ciara O'Rourke,“Nobody is found dead of corona in their homes.. They all die at the hospital.”,Facebook posts,false
1744,Ciara O'Rourke,An antifa flyer encourages activists “to disguise yourselves as patriots/Trump supporters” on Nov. 4.,Viral image,false
1745,Eric Litke,"“So far, out of 175 arrested in Kenosha, 102 were not from Kenosha. Rioting has become its own industry.”",Facebook posts,barely-true
1746,Samantha Putterman,Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.,Facebook posts,mostly-true
1747,Samantha Putterman,“This is what Kamala Harris thinks about young Americans … ‘They are stupid!’”,Facebook posts,half-true
1748,Ciara O'Rourke,“McDonald’s removes their American flags in support of Antifa & BLM nationwide.”,Facebook posts,false
1749,Ciara O'Rourke,“James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.”,Facebook posts,false
1750,Jon Greenberg,“Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.,Joe Biden,true
1751,Bill McCarthy,"""There are hit squads being trained all over this country” to violently oppose a second term for President Donald Trump.",Michael Caputo,false
1752,Ciara O'Rourke,Selene Delgado Lopez is “everyone’s friend in Facebook.”,Viral image,false
1753,Noah Y.,"“Here is the fire drone video that Twitter, Google, and YouTube didn't want us to see.”",Tweets,false
1754,Ciara O'Rourke,"If Joe Biden steps down, Nancy Pelosi will become vice president.",Facebook posts,false
1755,Simone Esters,“The number of ICU beds is larger in Boone County by a factor of three” compared to Orange County for the University of North Carolina.,Mun Choi,false
1756,Madison Czopek,“You people hate on Trump but he put on a child protective force that found over 300 missing kids in less than 30 days.”,Facebook posts,false
1757,Veronica Mohesky,"""USPS currently has the most cash on hand in its history, (approximately) $15 billion.""",Josh Hawley,mostly-true
1758,Eric Litke,“Wisconsin is one of the nine states with the highest rate of infection per capita.”,Tony Evers,mostly-true
1759,Samantha Putterman,"The same deputy who got shot through her jaw in Saturday’s shooting is the same officer seen on video laughing and smirking at the scene of security guard Andres Guardado’s death after he was shot and killed by LASD officers on June 18th, 2020.”",Instagram posts,false
1760,Bill McCarthy,Says Joe Biden played N.W.A.’s “F--- Tha Police” during an event in Florida.,Donald Trump,pants-fire
1761,Ciara O'Rourke,Map shows that wildfires stop at the US.-Canada border.,Viral image,false
1762,Ciara O'Rourke,“Houston Texans coming out for the Black National Anthem then going into the locker room for THE REAL NATIONAL ANTHEM is DISGRACEFUL.”,Facebook posts,barely-true
1763,Noah Y.,"West Coast wildfires are due to “bad forest maintenance,” not climate change.",Facebook posts,false
1764,Daniel Funke,A CNN headline reads: “Members of Crip gang volunteer to fight wildfires after sky turns red.”,Instagram posts,false
1765,Bill McCarthy,"Says a Twitter account for ""Scarsdale NY Antifa"" tweeted that ""chapters of Antifa around Oregon have collaborated to ignite fires around the state.""",Facebook posts,false
1766,Jon Greenberg,"Says a photo shows an ambushed Los Angeles police officer and that the NFL intends to “honor and praise the organization” that stood outside of the hospital chanting, “We hope she dies.”",Facebook posts,false
1767,Paul Specht,"""All evidence points to the fact that our kids are 17 times more likely to have ill effects from the seasonal flu than they are from the coronavirus.”",Dan Forest,barely-true
1768,Samantha Putterman,“CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke … Fun fact: smoke particles are far larger than SARS-CoV-2 particles.”,Facebook posts,false
1769,Daniel Funke,"""ANTIFA is now carrying chain saws, and cutting down utility poles, and starting more fires.""",Facebook posts,false
1770,Amy Sherman,"“In 1983, Joe Biden voted in favor of taxing 50% of Social Security” and in 1993, Biden “was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.”",Facebook posts,half-true
1771,Miriam Valverde,Says Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.”,Mark Kelly,mostly-true
1772,Tom Kertscher,"Says Karen Handel voted with Donald Trump, ""gutting health care for millions, supporting horrific child separation policies"" and for ""abortion bans.""",Lucy McBath,half-true
1773,Tom Kertscher,"Says Lucy McBath ""is supporting those who attack the police.""",Karen Handel,false
1774,Ciara O'Rourke,“Kroger Corporate says employees can not wear flag masks but they can wear BLM masks!”,Facebook posts,false
1775,Jon Greenberg,Says Donald Trump “let federal contractors double offshoring jobs in his first 18 months in office.”,Joe Biden,half-true
1776,Madison Czopek,"Says Donald Trump said, 'Africans Are Lazy, Good At Sex, Theft.'",Viral image,pants-fire
1777,Ciara O'Rourke,Photo shows a man who burned the car of an antifa member.,Viral image,false
1778,Katie Sanders,Photo shows “some of the firefighters in California fighting fires 24/7 to save people's lives and property.”,Facebook posts,false
1779,Katie Sanders,“KXL Radio in Portland reported today that Firefighters are now being shot at by suspected Antifa and BLM members.”,Facebook posts,false
1780,Ciara O'Rourke,Says Joe Biden and Gretchen Whitmer were maskless at the Detroit Athletic Club “while OUR children are being mandated to wear a mask while playing outdoor sports.”,Viral image,false
1781,Madison Czopek,"“Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining & vaccines.”",Facebook posts,false
1782,Noah Y.,Anti-poaching organizations dye elephant tusks and rhino horns with “the same pink dye that is used to mark stolen banknotes.”,Facebook posts,false
1783,Eric Litke,“Kenosha car dealer kills himself after insurance won’t cover … damages caused by the riots.”,Facebook posts,pants-fire
1784,Jon Greenberg,"""After the last administration nearly killed the US auto industry, I saved the U.S. auto industry ... We brought you a lot of car plants… (and Japan) “announced five car companies are coming to Michigan.”",Donald Trump,false
1785,Daniel Funke,“Pallet Company in Oregon City confirmed Antifa arsonist on camera. Douglas County Sheriff has 6 ANTIFA arsonists in custody.”,Paul Romero,false
1786,Miriam Valverde,Says Joe Biden “will destroy your protections for pre-existing conditions.”,Donald Trump,pants-fire
1787,Louis Jacobson,The “U.S. trade deficit is at an all-time high under Trump in the last three years.”,Joe Biden,half-true
1788,Jill Terreri,“There was tremendous cheating in New York”,Donald Trump,pants-fire
1789,Daniel Funke,Most of the wildfires on the West Coast are “all being started by antifa.”,Facebook posts,false
1790,Ciara O'Rourke,“CDC announces that students may be kept from parents overnight as Ohio sets up COVID-19 FEMA camps.”,Instagram posts,pants-fire
1791,Louis Jacobson,"“Military COVID infected: 118,984. Military COVID deaths: 6,114.”",Joe Biden,false
1792,Louis Jacobson,"“$400,000 ... is more money than I’ve ever made” in a year.",Joe Biden,barely-true
1793,Samantha Putterman,Says President Trump posted a combative tweet to EA Sports about Colin Kaepernick.,Facebook posts,pants-fire
1794,Tom Kertscher,"Says Rep. Alexandria Ocasio-Cortez and Eugene DePasquale support ""socialized medicine,"" the Green New Deal and defunding the police.",Scott Perry,false
1795,Ciara O'Rourke,Olive Garden employees are allowed to wear Black Lives Matter masks “but NOT the American flag.”,Facebook posts,false
1796,Ciara O'Rourke,“Entire port in Delaware on lockdown? 60 plus kids in shipping containers.”,Facebook posts,false
1797,Madison Czopek,“The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic.”,Facebook posts,pants-fire
1798,Amy Sherman,"Election officials are “sending 80 million ballots all over the country. Eighty million ballots, non-requested. I call them ‘unsolicited ballots.’”",Donald Trump,barely-true
1799,Daniel Funke,Countries were exporting COVID-19 “diagnostic test instruments” in 2018.,Facebook posts,false
1800,Warren Fiske,Abigail Spanberger “has voted with Nancy Pelosi over 90% of the time…”,Nick Freitas,true
1801,Ciara O'Rourke,Photo shows “‘kids in cages’ taken in 2014 under the Obama admin.”,Viral image,false
1802,Louis Jacobson,"""Under Operation Warp Speed, we’ve pioneered groundbreaking therapies, reducing the fatality rate 85% since April.”",Donald Trump,half-true
1803,Jon Greenberg,Says President Donald Trump “never downplayed the virus.”,Kayleigh McEnany,pants-fire
1804,Madison Czopek,"“Feds Seize 19,888 Fake State Driver Licenses (Made in China) in Chicago O'Hare Airport - ALL Registered to Vote -- ALL Demorats!”",Facebook posts,false
1805,Ciara O'Rourke,“Not one politician has died from the virus.”,Viral image,false
1806,Amy Sherman,"More than 500,000 mail in ballots in Virginia and 200,000 in Nevada were sent to dead people or pets",Facebook posts,false
1807,Ciara O'Rourke,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”",Facebook posts,false
1808,Daniel Funke,Says Joe Biden “wants to put a 3% annual federal tax on your home.”,Facebook posts,false
1809,Samantha Putterman,This video shows Trump looking “lost and disoriented.”,Instagram posts,false
1810,Madeline Heim,"For younger people, seasonal flu is “in many cases” a deadlier virus than COVID-19",Ron Johnson,mostly-true
1811,Madison Czopek,Says “Kamala Harris is not able to be VP. Because she's a felon. She lied on her application to buy a gun here in CA.”,Facebook posts,pants-fire
1812,Noah Y.,“South Korea sprays rioters with dye so they can be identified & arrested later.”,Facebook posts,barely-true
1813,Kiannah Sepeda-Miller,"“The post office right now, this year, is operating with about a $12 billion surplus.”",Darin LaHood,pants-fire
1814,Eric Litke,"“A Black man invented the light bulb, not a white guy named Edison.”",Joe Biden,barely-true
1815,Samantha Putterman,"Says NBC News reported that Hillary Clinton ""covered up elite pedophile ring at state department.""",Bloggers,false
1816,Ciara O'Rourke,"“Kamala Harris wants the riots to continue and not let up, not now not even after the election.”",YouTube videos,false
1817,Louis Jacobson,"""I never called John (McCain) a loser.""",Donald Trump,pants-fire
1818,Daniel Funke,"“It cost taxpayers $120,000 to fly Nancy (Pelosi) to get her hair done.”",Facebook posts,false
1819,Jon Greenberg,"""If Trump gets his way, Social Security benefits will run out in just three years from now.”",Joe Biden,barely-true
1820,Tom Kertscher,"Kelly Loeffler has a ""long history of donating to abortion-on-demand Democrats.""",Doug Collins,barely-true
1821,Bill McCarthy,“Joe Biden wants to raise taxes on 82% of all Americans.”,Donald Trump Jr.,false
1822,Ciara O'Rourke,“Covid-19 is NOT killing people. Weak immune systems and bad doctors are.”,Viral image,false
1823,Tom Kertscher,"After a bridge collapse killed six people, Carlos Gimenez extended a $130 million contract to the construction company, where one of his sons worked and for which another lobbied.",Debbie Mucarsel-Powell,half-true
1824,Louis Jacobson,Says he was the first person to call for invoking the Defense Production Act.,Joe Biden,false
1825,Ciara O'Rourke,Photo shows Whoopi Goldberg wearing a shirt insulting Donald Trump.,Viral image,pants-fire
1826,Ciara O'Rourke,"Photo shows “the aftermath of the ‘CHOP’ Zone’ in Seattle, WA. July 2020.”",Viral image,false
1827,Madeline Heim,"“Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.”",Donald Trump,false
1828,Daniel Funke,“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,Donald Trump,pants-fire
1829,Miriam Valverde,"""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.""",Joe Biden,half-true
1830,Warren Fiske,Nick Freitas “supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.”,Democratic Congressional Campaign Committee,true
1831,Paul Specht,"“In some of these other states, some of their deaths can be attributable to the fact that they were having a hard time getting an ICU bed or a ventilator to a patient.”",Roy Cooper,barely-true
1832,Jon Greenberg,Says his policy is that “health insurance should always cover preexisting conditions. For anyone. Period.”,David Perdue,false
1833,Samantha Putterman,Elderly people were “beat up by a BLM hate group” for being white.,Facebook posts,false
1834,Ciara O'Rourke,"“PELOSI says if President TRUMP wins, she will resign!!”",Facebook posts,pants-fire
1835,Chris Nichols,"""PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender.""",Facebook posts,pants-fire
1836,Ciara O'Rourke,“Covid-19 means ‘certificate of identification of vaccination with artificial intelligence.’”,Viral image,pants-fire
1837,Jon Greenberg,“More cops have died from COVID this year than have been killed on patrol.”,Joe Biden,mostly-true
1838,Madeline Heim,Says Tony Evers and Mandela Barnes “have participated in rallies that have done more to incite than calm the situation” in Kenosha,Ron Johnson,false
1839,Bill McCarthy,“The entire city (of Portland) is ablaze all the time.”,Donald Trump,false
1840,Ciara O'Rourke,Says Chadwick Boseman was poisoned and his death is being investigated as a homicide.,Viral image,pants-fire
1841,Noah Y.,Says Kamala Harris and other Democratic senators “voted to let babies scream until they die if born alive.”,Viral image,false
1842,Haley BeMiller,"Says video shows Kyle Rittenhouse, the 17-year-old charged with killing two protesters in Kenosha, ""was trying to get away from them"" ... ""fell, and then they violently attacked him.""",Donald Trump,false
1843,Samantha Putterman,“Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.”,Facebook posts,false
1844,Haley BeMiller,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",Gwen Moore,half-true
1845,Jessica Calefati,“I am not banning fracking.”,Joe Biden,mostly-true
1846,Eric Litke,"“If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.”",Donald Trump,pants-fire
1847,Samantha Putterman,"“If you go to Antifa.com, it takes you directly to Joe Biden’s webpage...what’s that tell ya…try it yourself.”",Facebook posts,half-true
1848,Chris Nichols,California voters who go to the polls to vote in person will be “TURNED AWAY & CANNOT VOTE” unless they change their voting preference to “NO to mail in voting.”,Instagram posts,pants-fire
1849,Bill McCarthy,"Says Ady Barkan asked Joe Biden, “Do we agree that we can redirect some of the funding for police?”",Steve Scalise,pants-fire
1850,Miriam Valverde,Says Joe Biden was asleep and snoring during a TV interview.,Facebook posts,pants-fire
1851,Daniel Funke,"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”",Facebook posts,pants-fire
1852,Dave Boucher,"“If you vote by mail, your personal information will be part of a public database that will be used by police departments to track down old warrants and be used by credit card companies to collect outstanding debt. The CDC is even pushing to use records for mail-in voting to track people for mandatory vaccines.”",Robocaller,pants-fire
1853,Madeline Heim,"Says a photo shows accused shooter Kyle Rittenhouse’s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured.",Facebook posts,false
1854,Madlin Mekelburg,"Says crime is on the rise in Austin and a new study showed that it “is the No. 1 city in America in the year-to-year percentage increase in murders, with a percentage increase of more than 64% for the first half of this year.”",Greg Abbott,half-true
1855,Louis Jacobson,"Says Sen. Gary Peters, D-Mich., is ""known for doing nothing. … (Peters) skipped 84% of small business hearings (and) skipped 89% of hearings on China.""",John James,barely-true
1856,Miriam Valverde,Says Mark Kelly wants to “defund the police.”,Martha McSally,pants-fire
1857,Bill McCarthy,"“If I mail in my ballot on Sunday and show up to the polling station on Tuesday, they won’t know if I’ve already voted or not. That, my friends, is a serious concern for all of us.”",Facebook posts,false
1858,Jill Terreri,“Cuomo ended cash bail ... and now the crime rate has gone through the roof.”,Donald Trump,false
1859,Jessica Calefati,Says Joe Biden “abandoned Scranton.”,Donald Trump,pants-fire
1860,Eric Litke,“Video showed police thank (Kyle Rittenhouse) & give him water prior to the killings”,Facebook posts,true
1861,Daniel Funke,“At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.”,Facebook posts,false
1862,D.L. Davis,"Says Gov. Tony Evers and Lt. Gov. Mandela Barnes, after police shooting of Jacob Blake, ""did not call for peace. They did not encourage calm.",Howard Marklein,barely-true
1863,Samantha Putterman,“Two mail in ballots in PA (were) sent to the same person with their names on both a week and a half apart.”,Facebook posts,half-true
1864,Jon Greenberg,Suggests the alleged Kenosha shooter’s father is a deputy in the Kenosha sheriff’s department.,Viral image,pants-fire
1865,Samantha Putterman,Says Melania Trump is the “first FLOTUS to visit troops in a combat zone since 1969.”,Facebook posts,false
1866,Amy Sherman,"Says Jill Biden said, “all Americans will be required to learn Spanish when we win”",Facebook posts,pants-fire
1867,Miriam Valverde,Says Joe Biden “is even talking about taking the wall down.”,Donald Trump,false
1868,Madison Czopek,"“... in 2013 Obama determined Social Security would not send checks through the USPS, because it was not secure”",Facebook posts,false
1869,Chris Nichols,"“Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.”",Facebook posts,false
1870,Eric Litke,"Says Jacob Blake, shot by police in Kenosha, had a warrant for sexual assault and prior convictions for gun use",Facebook posts,half-true
1871,Tom Kertscher,"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""",Doug Jones,mostly-true
1872,Haley BeMiller,“Police training in Wisconsin is 21 weeks. A cosmetology license takes 40 weeks.”,Facebook posts,half-true
1873,Eric Litke,Says Jacob Blake “declared he had a gun in the car and was going to go get it” and was “brandishing” a knife,Facebook posts,false
1874,Madeline Heim,"Police are ""20.8 times more likely to kill than be killed by a criminal.""",Chris Larson,true
1875,Ciara O'Rourke,“BLM rioters just burned down a black church in a black community with a BLM sign out front.”,Facebook posts,false
1876,Ciara O'Rourke,Photo shows Don Lemon and Jeffrey Epstein embracing.,Viral image,pants-fire
1877,Paul Specht,Says James Madison “signed the Declaration of Independence.”,Madison Cawthorn,false
1878,Jon Greenberg,“President Trump marshalled the full resources of our federal government from the outset. He directed us to forge a seamless partnership with governors across America in both political parties.”,Mike Pence,barely-true
